  0.00000E+00 -0.13399E+00  0.19736E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.10000E-01 -0.13398E+00  0.19738E-02  0.13441E-02  0.33148E-04  0.13441E-02  0.33148E-04  0.27995E+00  0.40119E-02
  0.20000E-01 -0.13395E+00  0.19743E-02  0.43716E-02  0.74019E-04  0.43720E-02  0.74019E-04 -0.53341E-01  0.42178E-02
  0.30000E-01 -0.13390E+00  0.19752E-02  0.47356E-02  0.86703E-04  0.47356E-02  0.86703E-04 -0.91650E-01 -0.21061E-02
  0.40000E-01 -0.13386E+00  0.19759E-02  0.38961E-02  0.49205E-04  0.38907E-02  0.49246E-04 -0.10217E+00 -0.39600E-02
  0.50000E-01 -0.13384E+00  0.19763E-02  0.20486E-02  0.30965E-04  0.20485E-02  0.30977E-04 -0.64043E-01 -0.52752E-03
  0.60000E-01 -0.13382E+00  0.19766E-02  0.85525E-03  0.42599E-04  0.85525E-03  0.42600E-04  0.65409E-02  0.21102E-02
  0.70000E-01 -0.13382E+00  0.19770E-02 -0.77456E-03  0.39414E-04 -0.77456E-03  0.39409E-04 -0.37744E+00 -0.79477E-03
  0.80000E-01 -0.13383E+00  0.19771E-02 -0.23188E-02 -0.22337E-04 -0.23262E-02 -0.22273E-04 -0.10302E+00 -0.68669E-02
  0.90000E-01 -0.13386E+00  0.19766E-02 -0.29959E-02 -0.76096E-04 -0.29959E-02 -0.76097E-04  0.12828E+00 -0.35198E-02
  0.10000E+00 -0.13389E+00  0.19757E-02 -0.24921E-02 -0.11778E-03 -0.24913E-02 -0.11771E-03 -0.52398E-01 -0.28781E-02
  0.11000E+00 -0.13391E+00  0.19745E-02 -0.20918E-02 -0.11268E-03 -0.20923E-02 -0.11267E-03  0.17476E+00  0.40657E-02
  0.12000E+00 -0.13392E+00  0.19736E-02  0.83524E-03 -0.47559E-04  0.83519E-03 -0.47559E-04  0.41319E+00  0.79276E-02
  0.13000E+00 -0.13390E+00  0.19735E-02  0.37456E-02 -0.34184E-05  0.37408E-02 -0.34474E-05 -0.82360E-01  0.36484E-03
  0.14000E+00 -0.13387E+00  0.19734E-02  0.12295E-02 -0.52215E-05  0.12297E-02 -0.52231E-05 -0.13069E+00 -0.83402E-03
  0.15000E+00 -0.13386E+00  0.19733E-02  0.21068E-02 -0.94024E-05  0.21085E-02 -0.93778E-05  0.17770E+00 -0.52649E-03
  0.16000E+00 -0.13383E+00  0.19732E-02  0.32342E-02 -0.98225E-05  0.32342E-02 -0.98225E-05 -0.88375E-01 -0.14064E-02
  0.17000E+00 -0.13381E+00  0.19730E-02  0.21303E-04 -0.31880E-04  0.21322E-04 -0.31880E-04 -0.26717E+00 -0.14965E-02
  0.18000E+00 -0.13382E+00  0.19727E-02 -0.13428E-02 -0.30665E-04 -0.13429E-02 -0.30663E-04 -0.10471E+00  0.24308E-02
  0.19000E+00 -0.13384E+00  0.19726E-02 -0.32477E-02  0.22249E-04 -0.32428E-02  0.22220E-04 -0.91954E-01  0.66521E-02
  0.20000E+00 -0.13387E+00  0.19731E-02 -0.18448E-02  0.66639E-04 -0.18448E-02  0.66639E-04  0.22817E+00  0.18283E-02
  0.21000E+00 -0.13388E+00  0.19737E-02 -0.16178E-02  0.58160E-04 -0.16263E-02  0.58034E-04 -0.31127E-01 -0.25349E-02
  0.22000E+00 -0.13391E+00  0.19743E-02 -0.27062E-02  0.65076E-04 -0.27054E-02  0.65109E-04  0.39320E-01  0.26023E-02
  0.23000E+00 -0.13393E+00  0.19752E-02 -0.84561E-03  0.12624E-03 -0.84565E-03  0.12624E-03  0.34967E+00  0.41258E-02
  0.24000E+00 -0.13392E+00  0.19766E-02  0.26029E-02  0.15367E-03  0.26029E-02  0.15367E-03  0.11473E+00 -0.38440E-03
  0.25000E+00 -0.13389E+00  0.19781E-02  0.28597E-02  0.13430E-03  0.28606E-02  0.13426E-03  0.75542E-01 -0.27142E-02
  0.26000E+00 -0.13386E+00  0.19793E-02  0.32365E-02  0.92842E-04  0.32383E-02  0.92823E-04  0.10358E+00 -0.65807E-02
  0.27000E+00 -0.13382E+00  0.19798E-02  0.38787E-02  0.15904E-04  0.38772E-02  0.15932E-04 -0.57672E-01 -0.75021E-02
  0.28000E+00 -0.13379E+00  0.19797E-02  0.10562E-02 -0.30952E-04  0.10562E-02 -0.30952E-04 -0.42919E+00 -0.48833E-02
  0.29000E+00 -0.13380E+00  0.19793E-02 -0.24828E-02 -0.49504E-04 -0.24828E-02 -0.49504E-04 -0.27523E+00  0.74103E-03
  0.30000E+00 -0.13384E+00  0.19788E-02 -0.47829E-02 -0.47287E-04 -0.47828E-02 -0.47287E-04 -0.17332E+00 -0.22887E-03
  0.31000E+00 -0.13389E+00  0.19783E-02 -0.49385E-02 -0.69967E-04 -0.49379E-02 -0.69963E-04 -0.48052E-01 -0.27149E-02
  0.32000E+00 -0.13393E+00  0.19774E-02 -0.35299E-02 -0.99199E-04 -0.35299E-02 -0.99201E-04  0.24907E+00  0.13202E-02
  0.33000E+00 -0.13396E+00  0.19765E-02 -0.20723E-02 -0.84532E-04 -0.20691E-02 -0.84596E-04  0.30853E+00  0.36948E-03
  0.34000E+00 -0.13397E+00  0.19755E-02  0.13128E-02 -0.11520E-03  0.13128E-02 -0.11520E-03  0.27731E+00 -0.50294E-02
